date,platform,campaign_id,campaign_name,impressions,clicks,spend,conversions,conversion_value,ctr,cpc,cpm,roas
2026-02-16,meta,META_003,Prospecting — Lookalike 1%,5879,275,457.75,17.0,1944.63,0.0468,1.66,77.86,4.25
2026-02-16,meta,META_004,App Install — iOS,72514,1392,261.92,9.0,1277.1,0.0192,0.19,3.61,4.88
2026-02-16,x_ads,X_001,Promoted Tweets — Engagement,21574,383,86.03,15.0,1444.2,0.0178,0.22,3.99,16.79
2026-02-16,x_ads,X_002,Website Clicks — Fintech Audience,3789,99,168.35,2.0,130.82,0.0261,1.7,44.43,0.78
2026-02-16,x_ads,X_003,Follower Campaign — Brand,26122,325,241.92,2.0,91.24,0.0124,0.74,9.26,0.38
2026-02-17,dv360,DV_IO_001,Programmatic Display — Prospecting,145198,2872,421.8,4.1,703.03,0.0198,0.15,2.9,1.67
2026-02-17,dv360,DV_IO_002,YouTube Pre-roll — Brand,82936,804,563.83,36.4,5058.51,0.0097,0.7,6.8,8.97
2026-02-17,dv360,DV_IO_003,Programmatic Video — Retargeting,129728,292,257.73,0.9,133.19,0.0023,0.88,1.99,0.52
2026-02-17,google_ads,GADS_001,Search — Brand Keywords,11408,44,231.58,0.1,7.05,0.0039,5.26,20.3,0.03
2026-02-17,google_ads,GADS_002,Search — Competitor Keywords,45142,2226,174.83,15.9,1402.7,0.0493,0.08,3.87,8.02
2026-02-17,google_ads,GADS_003,Performance Max — All Products,27997,957,409.79,16.9,2045.91,0.0342,0.43,14.64,4.99
2026-02-17,google_ads,GADS_004,Display — Retargeting,22238,147,523.01,10.4,1080.66,0.0066,3.56,23.52,2.07
2026-02-17,meta,META_001,Brand Awareness Q1,51439,778,367.97,41.0,1428.44,0.0151,0.47,7.15,3.88
2026-02-17,meta,META_002,Retargeting — Website Visitors,72368,1507,326.5,44.0,4549.16,0.0208,0.22,4.51,13.93
2026-02-17,meta,META_003,Prospecting — Lookalike 1%,24649,400,439.8,26.0,1852.24,0.0162,1.1,17.84,4.21
2026-02-17,meta,META_004,App Install — iOS,49335,1314,483.42,107.0,11111.95,0.0266,0.37,9.8,22.99
2026-02-17,x_ads,X_001,Promoted Tweets — Engagement,8040,217,65.37,3.0,267.84,0.027,0.3,8.13,4.1
2026-02-17,x_ads,X_002,Website Clicks — Fintech Audience,18941,259,121.27,3.0,294.6,0.0137,0.47,6.4,2.43
2026-02-17,x_ads,X_003,Follower Campaign — Brand,29848,606,191.4,24.0,1743.84,0.0203,0.32,6.41,9.11
2026-02-18,dv360,DV_IO_001,Programmatic Display — Prospecting,70406,1031,391.98,34.7,4497.47,0.0146,0.38,5.57,11.47
2026-02-18,dv360,DV_IO_002,YouTube Pre-roll — Brand,26400,444,118.93,20.1,2644.36,0.0168,0.27,4.5,22.23
2026-02-18,dv360,DV_IO_003,Programmatic Video — Retargeting,179329,2640,155.15,45.0,3501.45,0.0147,0.06,0.87,22.57
2026-02-18,google_ads,GADS_001,Search — Brand Keywords,7144,336,517.17,1.6,139.33,0.047,1.54,72.39,0.27
2026-02-18,google_ads,GADS_002,Search — Competitor Keywords,14549,362,458.37,4.9,806.25,0.0249,1.27,31.51,1.76
2026-02-18,google_ads,GADS_003,Performance Max — All Products,24990,1470,123.17,53.9,5883.19,0.0588,0.08,4.93,47.76
2026-02-18,google_ads,GADS_004,Display — Retargeting,47619,2104,105.92,84.5,2398.11,0.0442,0.05,2.22,22.64
2026-02-18,meta,META_001,Brand Awareness Q1,38299,1063,280.46,16.0,1010.24,0.0278,0.26,7.32,3.6
2026-02-18,meta,META_002,Retargeting — Website Visitors,43142,2031,151.05,88.0,2741.2,0.0471,0.07,3.5,18.15
2026-02-18,meta,META_003,Prospecting — Lookalike 1%,19653,926,188.58,71.0,7440.8,0.0471,0.2,9.6,39.46
2026-02-18,meta,META_004,App Install — iOS,6508,56,266.22,4.0,117.44,0.0086,4.75,40.91,0.44
2026-02-18,x_ads,X_001,Promoted Tweets — Engagement,5661,188,193.4,2.0,116.82,0.0332,1.03,34.16,0.6
2026-02-18,x_ads,X_002,Website Clicks — Fintech Audience,17080,440,88.35,8.0,573.92,0.0258,0.2,5.17,6.5
2026-02-18,x_ads,X_003,Follower Campaign — Brand,5332,28,242.24,0.0,0.0,0.0053,8.65,45.43,0.0
2026-02-19,dv360,DV_IO_001,Programmatic Display — Prospecting,22643,410,693.21,6.0,980.88,0.0181,1.69,30.61,1.41
2026-02-19,dv360,DV_IO_002,YouTube Pre-roll — Brand,133829,2372,104.76,7.6,854.09,0.0177,0.04,0.78,8.15
2026-02-19,dv360,DV_IO_003,Programmatic Video — Retargeting,177309,3455,290.03,24.7,3581.01,0.0195,0.08,1.64,12.35
2026-02-19,google_ads,GADS_001,Search — Brand Keywords,47544,1014,517.29,77.6,10088.0,0.0213,0.51,10.88,19.5
2026-02-19,google_ads,GADS_002,Search — Competitor Keywords,39285,444,139.04,24.9,4190.42,0.0113,0.31,3.54,30.14
2026-02-19,google_ads,GADS_003,Performance Max — All Products,37053,927,342.36,18.5,1942.5,0.025,0.37,9.24,5.67
2026-02-19,google_ads,GADS_004,Display — Retargeting,41908,631,66.9,24.5,1836.03,0.0151,0.11,1.6,27.44
2026-02-19,meta,META_001,Brand Awareness Q1,58981,2253,321.78,130.0,9493.9,0.0382,0.14,5.46,29.5
2026-02-19,meta,META_002,Retargeting — Website Visitors,38101,647,443.56,10.0,309.5,0.017,0.69,11.64,0.7
2026-02-19,meta,META_003,Prospecting — Lookalike 1%,47989,1903,158.37,164.0,17154.4,0.0397,0.08,3.3,108.32
2026-02-19,meta,META_004,App Install — iOS,58341,1317,416.61,98.0,8579.9,0.0226,0.32,7.14,20.59
2026-02-19,x_ads,X_001,Promoted Tweets — Engagement,11708,226,289.83,6.0,291.0,0.0193,1.28,24.75,1.0
2026-02-19,x_ads,X_002,Website Clicks — Fintech Audience,28181,314,165.9,7.0,697.9,0.0111,0.53,5.89,4.21
2026-02-19,x_ads,X_003,Follower Campaign — Brand,27248,442,232.6,21.0,393.33,0.0162,0.53,8.54,1.69
2026-02-20,dv360,DV_IO_001,Programmatic Display — Prospecting,162702,754,679.87,16.9,1901.42,0.0046,0.9,4.18,2.8
2026-02-20,dv360,DV_IO_002,YouTube Pre-roll — Brand,107163,553,685.28,2.4,217.54,0.0052,1.24,6.39,0.32
2026-02-20,dv360,DV_IO_003,Programmatic Video — Retargeting,16125,172,381.15,5.5,843.54,0.0107,2.22,23.64,2.21
2026-02-20,google_ads,GADS_001,Search — Brand Keywords,29819,1170,440.3,57.4,6038.48,0.0392,0.38,14.77,13.71
2026-02-20,google_ads,GADS_002,Search — Competitor Keywords,33273,1173,294.21,82.3,16289.64,0.0353,0.25,8.84,55.37
2026-02-20,google_ads,GADS_003,Performance Max — All Products,40514,913,397.94,61.0,2899.33,0.0225,0.44,9.82,7.29
2026-02-20,google_ads,GADS_004,Display — Retargeting,36458,2015,414.96,58.7,9766.51,0.0553,0.21,11.38,23.54
2026-02-20,meta,META_001,Brand Awareness Q1,40636,1219,215.82,42.0,5363.4,0.03,0.18,5.31,24.85
2026-02-20,meta,META_002,Retargeting — Website Visitors,9492,377,482.3,11.0,1188.55,0.0397,1.28,50.81,2.46
2026-02-20,meta,META_003,Prospecting — Lookalike 1%,30999,153,132.74,0.0,0.0,0.0049,0.87,4.28,0.0
2026-02-20,meta,META_004,App Install — iOS,49285,1754,361.29,93.0,13709.13,0.0356,0.21,7.33,37.94
2026-02-20,x_ads,X_001,Promoted Tweets — Engagement,17360,470,275.15,6.0,266.52,0.0271,0.59,15.85,0.97
2026-02-20,x_ads,X_002,Website Clicks — Fintech Audience,5564,163,157.84,5.0,116.9,0.0293,0.97,28.37,0.74
2026-02-20,x_ads,X_003,Follower Campaign — Brand,8599,67,147.56,2.0,54.82,0.0078,2.2,17.16,0.37
2026-02-21,dv360,DV_IO_001,Programmatic Display — Prospecting,70117,690,102.08,7.7,984.37,0.0098,0.15,1.46,9.64
2026-02-21,dv360,DV_IO_002,YouTube Pre-roll — Brand,80412,1594,480.85,41.6,5369.73,0.0198,0.3,5.98,11.17
2026-02-21,dv360,DV_IO_003,Programmatic Video — Retargeting,78571,1359,431.68,39.8,4565.86,0.0173,0.32,5.49,10.58
2026-02-21,google_ads,GADS_001,Search — Brand Keywords,38763,2119,562.69,33.1,4990.82,0.0547,0.27,14.52,8.87
2026-02-21,google_ads,GADS_002,Search — Competitor Keywords,29593,703,506.31,21.5,2045.08,0.0238,0.72,17.11,4.04
2026-02-21,google_ads,GADS_003,Performance Max — All Products,36655,1042,478.13,8.3,835.98,0.0284,0.46,13.04,1.75
2026-02-21,google_ads,GADS_004,Display — Retargeting,47005,986,440.71,30.5,5871.55,0.021,0.45,9.38,13.32
2026-02-21,meta,META_001,Brand Awareness Q1,51863,696,437.22,48.0,6668.64,0.0134,0.63,8.43,15.25
2026-02-21,meta,META_002,Retargeting — Website Visitors,65027,3169,423.97,196.0,20805.4,0.0487,0.13,6.52,49.07
2026-02-21,meta,META_003,Prospecting — Lookalike 1%,61422,2398,57.99,8.0,603.2,0.039,0.02,0.94,10.4
2026-02-21,meta,META_004,App Install — iOS,43181,557,417.83,25.0,1096.0,0.0129,0.75,9.68,2.62
2026-02-21,x_ads,X_001,Promoted Tweets — Engagement,18752,51,136.85,1.0,95.19,0.0027,2.68,7.3,0.7
2026-02-21,x_ads,X_002,Website Clicks — Fintech Audience,10922,289,269.27,1.0,55.21,0.0265,0.93,24.65,0.21
2026-02-21,x_ads,X_003,Follower Campaign — Brand,18068,101,259.39,0.0,0.0,0.0056,2.57,14.36,0.0
2026-02-22,dv360,DV_IO_001,Programmatic Display — Prospecting,191827,3019,184.62,10.4,533.73,0.0157,0.06,0.96,2.89
2026-02-22,dv360,DV_IO_002,YouTube Pre-roll — Brand,83912,1138,362.91,30.8,4097.63,0.0136,0.32,4.32,11.29
2026-02-22,dv360,DV_IO_003,Programmatic Video — Retargeting,74893,469,111.6,6.5,550.88,0.0063,0.24,1.49,4.94
2026-02-22,google_ads,GADS_001,Search — Brand Keywords,57269,801,550.3,47.2,1471.7,0.014,0.69,9.61,2.67
2026-02-22,google_ads,GADS_002,Search — Competitor Keywords,48658,2050,190.3,67.8,3523.57,0.0421,0.09,3.91,18.52
2026-02-22,google_ads,GADS_003,Performance Max — All Products,30295,357,460.24,11.7,1268.63,0.0118,1.29,15.19,2.76
2026-02-22,google_ads,GADS_004,Display — Retargeting,38760,136,499.06,5.7,682.92,0.0035,3.67,12.88,1.37
2026-02-22,meta,META_001,Brand Awareness Q1,54661,1931,271.96,155.0,19883.4,0.0353,0.14,4.98,73.11
2026-02-22,meta,META_002,Retargeting — Website Visitors,29384,1164,60.43,30.0,2891.4,0.0396,0.05,2.06,47.85
2026-02-22,meta,META_003,Prospecting — Lookalike 1%,34851,63,298.11,4.0,262.8,0.0018,4.73,8.55,0.88
2026-02-22,meta,META_004,App Install — iOS,33349,173,485.73,13.0,1568.32,0.0052,2.81,14.57,3.23
2026-02-22,x_ads,X_001,Promoted Tweets — Engagement,12871,281,216.5,7.0,129.85,0.0218,0.77,16.82,0.6
2026-02-22,x_ads,X_002,Website Clicks — Fintech Audience,18676,425,114.9,6.0,492.06,0.0228,0.27,6.15,4.28
2026-02-22,x_ads,X_003,Follower Campaign — Brand,14930,461,213.06,8.0,480.56,0.0309,0.46,14.27,2.26
2026-02-23,dv360,DV_IO_001,Programmatic Display — Prospecting,109155,1468,471.08,20.1,1990.5,0.0134,0.32,4.32,4.23
2026-02-23,dv360,DV_IO_002,YouTube Pre-roll — Brand,46081,494,527.47,0.5,45.87,0.0107,1.07,11.45,0.09
2026-02-23,dv360,DV_IO_003,Programmatic Video — Retargeting,13586,50,238.6,1.6,237.81,0.0037,4.77,17.56,1.0
2026-02-23,google_ads,GADS_001,Search — Brand Keywords,14045,590,248.39,9.0,328.86,0.042,0.42,17.69,1.32
2026-02-23,google_ads,GADS_002,Search — Competitor Keywords,33952,1051,48.63,65.0,5172.7,0.031,0.05,1.43,106.37
2026-02-23,google_ads,GADS_003,Performance Max — All Products,14066,369,445.03,28.1,4659.26,0.0262,1.21,31.64,10.47
2026-02-23,google_ads,GADS_004,Display — Retargeting,43550,1128,232.82,27.7,1774.46,0.0259,0.21,5.35,7.62
2026-02-23,meta,META_001,Brand Awareness Q1,45914,1047,237.77,102.0,13640.46,0.0228,0.23,5.18,57.37
2026-02-23,meta,META_002,Retargeting — Website Visitors,78794,754,408.53,48.0,6840.96,0.0096,0.54,5.18,16.75
2026-02-23,meta,META_003,Prospecting — Lookalike 1%,22430,468,478.53,26.0,833.04,0.0209,1.02,21.33,1.74
2026-02-23,meta,META_004,App Install — iOS,40273,945,412.53,31.0,3468.9,0.0235,0.44,10.24,8.41
2026-02-23,x_ads,X_001,Promoted Tweets — Engagement,31842,1091,217.79,18.0,800.82,0.0343,0.2,6.84,3.68
2026-02-23,x_ads,X_002,Website Clicks — Fintech Audience,28846,1010,44.15,6.0,256.68,0.035,0.04,1.53,5.81
2026-02-23,x_ads,X_003,Follower Campaign — Brand,10751,183,191.46,5.0,185.65,0.017,1.05,17.81,0.97
2026-02-24,dv360,DV_IO_001,Programmatic Display — Prospecting,31397,579,653.1,2.0,91.56,0.0184,1.13,20.8,0.14
2026-02-24,dv360,DV_IO_002,YouTube Pre-roll — Brand,56029,340,673.54,4.1,337.43,0.0061,1.98,12.02,0.5
2026-02-24,dv360,DV_IO_003,Programmatic Video — Retargeting,85798,1496,539.3,29.3,1305.9,0.0174,0.36,6.29,2.42
2026-02-24,google_ads,GADS_001,Search — Brand Keywords,53878,1018,325.81,57.5,11096.35,0.0189,0.32,6.05,34.06
2026-02-24,google_ads,GADS_002,Search — Competitor Keywords,18364,485,157.41,7.4,494.76,0.0264,0.32,8.57,3.14
2026-02-24,google_ads,GADS_003,Performance Max — All Products,28621,1584,177.53,38.6,2348.04,0.0553,0.11,6.2,13.23
2026-02-24,google_ads,GADS_004,Display — Retargeting,17004,449,84.01,20.4,1735.02,0.0264,0.19,4.94,20.65
2026-02-24,meta,META_001,Brand Awareness Q1,47228,1882,471.46,60.0,8841.6,0.0398,0.25,9.98,18.75
2026-02-24,meta,META_002,Retargeting — Website Visitors,54568,588,205.49,57.0,5877.27,0.0108,0.35,3.77,28.6
2026-02-24,meta,META_003,Prospecting — Lookalike 1%,35900,163,431.1,3.0,67.47,0.0045,2.64,12.01,0.16
2026-02-24,meta,META_004,App Install — iOS,23190,772,154.9,67.0,5240.74,0.0333,0.2,6.68,33.83
2026-02-24,x_ads,X_001,Promoted Tweets — Engagement,11802,53,276.73,1.0,53.41,0.0045,5.22,23.45,0.19
2026-02-24,x_ads,X_002,Website Clicks — Fintech Audience,36227,1181,137.6,8.0,733.04,0.0326,0.12,3.8,5.33
2026-02-24,x_ads,X_003,Follower Campaign — Brand,18921,752,180.03,8.0,615.2,0.0397,0.24,9.51,3.42
2026-02-25,dv360,DV_IO_001,Programmatic Display — Prospecting,27771,202,297.27,7.3,1302.03,0.0073,1.47,10.7,4.38
2026-02-25,dv360,DV_IO_002,YouTube Pre-roll — Brand,169689,338,684.77,16.6,1335.47,0.002,2.03,4.04,1.95
2026-02-25,dv360,DV_IO_003,Programmatic Video — Retargeting,88466,1407,333.6,54.9,7465.85,0.0159,0.24,3.77,22.38
2026-02-25,google_ads,GADS_001,Search — Brand Keywords,10787,493,273.41,20.9,3877.58,0.0457,0.55,25.35,14.18
2026-02-25,google_ads,GADS_002,Search — Competitor Keywords,5413,73,170.82,0.1,5.66,0.0135,2.34,31.56,0.03
2026-02-25,google_ads,GADS_003,Performance Max — All Products,23239,1322,133.97,42.9,4880.73,0.0569,0.1,5.76,36.43
2026-02-25,google_ads,GADS_004,Display — Retargeting,36559,56,69.4,3.7,325.64,0.0015,1.24,1.9,4.69
2026-02-25,meta,META_001,Brand Awareness Q1,41058,1015,257.07,88.0,6037.68,0.0247,0.25,6.26,23.49
2026-02-25,meta,META_002,Retargeting — Website Visitors,65395,1015,124.6,19.0,1942.37,0.0155,0.12,1.91,15.59
2026-02-25,meta,META_003,Prospecting — Lookalike 1%,41181,660,498.66,47.0,2404.05,0.016,0.76,12.11,4.82
2026-02-25,meta,META_004,App Install — iOS,26737,1260,333.16,6.0,447.36,0.0471,0.26,12.46,1.34
2026-02-25,x_ads,X_001,Promoted Tweets — Engagement,26378,1002,167.91,15.0,892.5,0.038,0.17,6.37,5.32
2026-02-25,x_ads,X_002,Website Clicks — Fintech Audience,12331,51,122.75,1.0,21.73,0.0041,2.41,9.95,0.18
2026-02-25,x_ads,X_003,Follower Campaign — Brand,39009,661,239.59,4.0,87.08,0.0169,0.36,6.14,0.36
2026-02-26,dv360,DV_IO_001,Programmatic Display — Prospecting,18666,367,542.77,10.1,374.51,0.0197,1.48,29.08,0.69
2026-02-26,dv360,DV_IO_002,YouTube Pre-roll — Brand,48318,70,379.89,0.1,9.98,0.0014,5.43,7.86,0.03
2026-02-26,dv360,DV_IO_003,Programmatic Video — Retargeting,102948,104,436.29,4.1,614.14,0.001,4.2,4.24,1.41
2026-02-26,google_ads,GADS_001,Search — Brand Keywords,43296,721,223.06,2.0,119.64,0.0167,0.31,5.15,0.54
2026-02-26,google_ads,GADS_002,Search — Competitor Keywords,9466,474,248.56,33.3,3668.33,0.0501,0.52,26.26,14.76
2026-02-26,google_ads,GADS_003,Performance Max — All Products,27783,1504,514.63,118.2,5242.17,0.0541,0.34,18.52,10.19
2026-02-26,google_ads,GADS_004,Display — Retargeting,22138,832,372.95,29.8,4667.28,0.0376,0.45,16.85,12.51
2026-02-26,meta,META_001,Brand Awareness Q1,70069,444,241.83,39.0,1492.53,0.0063,0.54,3.45,6.17
2026-02-26,meta,META_002,Retargeting — Website Visitors,71414,1990,413.64,170.0,21856.9,0.0279,0.21,5.79,52.84
2026-02-26,meta,META_003,Prospecting — Lookalike 1%,75069,2488,258.26,245.0,24963.05,0.0331,0.1,3.44,96.66
2026-02-26,meta,META_004,App Install — iOS,32920,949,71.64,57.0,2490.9,0.0288,0.08,2.18,34.77
2026-02-26,x_ads,X_001,Promoted Tweets — Engagement,5099,118,82.14,1.0,75.04,0.0231,0.7,16.11,0.91
2026-02-26,x_ads,X_002,Website Clicks — Fintech Audience,7677,69,182.62,0.0,0.0,0.009,2.65,23.79,0.0
2026-02-26,x_ads,X_003,Follower Campaign — Brand,30084,299,189.87,5.0,450.1,0.0099,0.64,6.31,2.37
2026-02-27,dv360,DV_IO_001,Programmatic Display — Prospecting,187914,2696,640.87,50.0,2404.0,0.0143,0.24,3.41,3.75
2026-02-27,dv360,DV_IO_002,YouTube Pre-roll — Brand,185160,2435,248.24,33.4,3777.87,0.0132,0.1,1.34,15.22
2026-02-27,dv360,DV_IO_003,Programmatic Video — Retargeting,57732,406,131.79,17.0,1300.5,0.007,0.32,2.28,9.87
2026-02-27,google_ads,GADS_001,Search — Brand Keywords,48402,1268,201.3,46.0,2688.24,0.0262,0.16,4.16,13.35
2026-02-27,google_ads,GADS_002,Search — Competitor Keywords,44931,2481,296.3,157.1,3709.13,0.0552,0.12,6.59,12.52
2026-02-27,google_ads,GADS_003,Performance Max — All Products,7856,234,329.12,12.1,1451.76,0.0298,1.41,41.89,4.41
2026-02-27,google_ads,GADS_004,Display — Retargeting,19217,876,59.7,6.9,304.84,0.0456,0.07,3.11,5.11
2026-02-27,meta,META_001,Brand Awareness Q1,64357,3137,145.7,277.0,7952.67,0.0487,0.05,2.26,54.58
2026-02-27,meta,META_002,Retargeting — Website Visitors,8237,349,426.76,0.0,0.0,0.0424,1.22,51.81,0.0
2026-02-27,meta,META_003,Prospecting — Lookalike 1%,15253,479,364.03,13.0,1201.46,0.0314,0.76,23.87,3.3
2026-02-27,meta,META_004,App Install — iOS,24155,742,130.76,71.0,4469.45,0.0307,0.18,5.41,34.18
2026-02-27,x_ads,X_001,Promoted Tweets — Engagement,29818,69,224.73,0.0,0.0,0.0023,3.26,7.54,0.0
2026-02-27,x_ads,X_002,Website Clicks — Fintech Audience,37753,842,294.32,7.0,448.21,0.0223,0.35,7.8,1.52
2026-02-27,x_ads,X_003,Follower Campaign — Brand,37952,997,38.71,27.0,2612.25,0.0263,0.04,1.02,67.48
2026-02-28,dv360,DV_IO_001,Programmatic Display — Prospecting,193834,1599,402.37,13.6,672.38,0.0082,0.25,2.08,1.67
2026-02-28,dv360,DV_IO_002,YouTube Pre-roll — Brand,100397,1796,277.63,68.6,2206.86,0.0179,0.15,2.77,7.95
2026-02-28,dv360,DV_IO_003,Programmatic Video — Retargeting,185435,1484,477.3,35.0,4034.8,0.008,0.32,2.57,8.45
2026-02-28,google_ads,GADS_001,Search — Brand Keywords,36348,2056,207.97,50.2,7134.42,0.0566,0.1,5.72,34.31
2026-02-28,google_ads,GADS_002,Search — Competitor Keywords,24927,1198,339.0,23.4,4159.82,0.0481,0.28,13.6,12.27
2026-02-28,google_ads,GADS_003,Performance Max — All Products,5968,322,214.57,7.9,336.86,0.054,0.67,35.95,1.57
2026-02-28,google_ads,GADS_004,Display — Retargeting,34895,1086,367.37,77.5,6411.58,0.0311,0.34,10.53,17.45
2026-02-28,meta,META_001,Brand Awareness Q1,70917,2676,497.55,14.0,1544.34,0.0377,0.19,7.02,3.1
2026-02-28,meta,META_002,Retargeting — Website Visitors,72745,1894,285.9,154.0,13256.32,0.026,0.15,3.93,46.37
2026-02-28,meta,META_003,Prospecting — Lookalike 1%,8328,355,324.4,2.0,161.44,0.0426,0.91,38.95,0.5
2026-02-28,meta,META_004,App Install — iOS,55030,2197,487.1,33.0,1194.27,0.0399,0.22,8.85,2.45
2026-02-28,x_ads,X_001,Promoted Tweets — Engagement,15778,532,161.7,6.0,368.22,0.0337,0.3,10.25,2.28
2026-02-28,x_ads,X_002,Website Clicks — Fintech Audience,28677,669,183.41,29.0,2503.28,0.0233,0.27,6.4,13.65
2026-02-28,x_ads,X_003,Follower Campaign — Brand,29095,688,258.75,29.0,1258.6,0.0236,0.38,8.89,4.86
2026-03-01,dv360,DV_IO_001,Programmatic Display — Prospecting,48122,546,292.92,6.9,915.84,0.0113,0.54,6.09,3.13
2026-03-01,dv360,DV_IO_002,YouTube Pre-roll — Brand,97622,1353,352.61,25.0,1248.75,0.0139,0.26,3.61,3.54
2026-03-01,dv360,DV_IO_003,Programmatic Video — Retargeting,27579,315,133.98,4.6,209.07,0.0114,0.43,4.86,1.56
2026-03-01,google_ads,GADS_001,Search — Brand Keywords,30731,230,281.42,11.9,1946.84,0.0075,1.22,9.16,6.92
2026-03-01,google_ads,GADS_002,Search — Competitor Keywords,17135,242,212.01,15.4,1381.84,0.0141,0.88,12.37,6.52
2026-03-01,google_ads,GADS_003,Performance Max — All Products,51517,682,405.29,44.7,3721.28,0.0132,0.59,7.87,9.18
2026-03-01,google_ads,GADS_004,Display — Retargeting,32454,906,480.81,51.5,4481.02,0.0279,0.53,14.82,9.32
2026-03-01,meta,META_001,Brand Awareness Q1,24277,447,207.61,37.0,4226.88,0.0184,0.46,8.55,20.36
2026-03-01,meta,META_002,Retargeting — Website Visitors,60800,2457,105.25,20.0,1868.8,0.0404,0.04,1.73,17.76
2026-03-01,meta,META_003,Prospecting — Lookalike 1%,48004,205,81.9,18.0,1618.02,0.0043,0.4,1.71,19.76
2026-03-01,meta,META_004,App Install — iOS,75052,2032,395.42,36.0,822.24,0.0271,0.19,5.27,2.08
2026-03-01,x_ads,X_001,Promoted Tweets — Engagement,15669,391,245.43,6.0,557.46,0.025,0.63,15.66,2.27
2026-03-01,x_ads,X_002,Website Clicks — Fintech Audience,27620,388,142.18,10.0,652.6,0.014,0.37,5.15,4.59
2026-03-01,x_ads,X_003,Follower Campaign — Brand,29698,145,49.24,2.0,180.7,0.0049,0.34,1.66,3.67
2026-03-02,dv360,DV_IO_001,Programmatic Display — Prospecting,195743,2859,120.69,62.9,4272.8,0.0146,0.04,0.62,35.4
2026-03-02,dv360,DV_IO_002,YouTube Pre-roll — Brand,136214,2482,133.11,73.0,4763.98,0.0182,0.05,0.98,35.79
2026-03-02,dv360,DV_IO_003,Programmatic Video — Retargeting,18510,361,294.81,3.4,438.87,0.0195,0.82,15.93,1.49
2026-03-02,google_ads,GADS_001,Search — Brand Keywords,22814,439,500.99,34.0,5505.62,0.0192,1.14,21.96,10.99
2026-03-02,google_ads,GADS_002,Search — Competitor Keywords,13949,220,545.08,8.6,269.18,0.0158,2.48,39.08,0.49
2026-03-02,google_ads,GADS_003,Performance Max — All Products,29587,854,475.35,31.5,3967.43,0.0289,0.56,16.07,8.35
2026-03-02,google_ads,GADS_004,Display — Retargeting,28417,198,156.92,1.4,263.06,0.007,0.79,5.52,1.68
2026-03-02,meta,META_001,Brand Awareness Q1,48578,215,314.76,1.0,60.78,0.0044,1.46,6.48,0.19
2026-03-02,meta,META_002,Retargeting — Website Visitors,68488,562,74.75,42.0,6022.8,0.0082,0.13,1.09,80.57
2026-03-02,meta,META_003,Prospecting — Lookalike 1%,11222,319,482.99,18.0,2152.8,0.0284,1.51,43.04,4.46
2026-03-02,meta,META_004,App Install — iOS,43751,1075,298.1,104.0,10591.36,0.0246,0.28,6.81,35.53
2026-03-02,x_ads,X_001,Promoted Tweets — Engagement,17866,353,145.28,14.0,1071.14,0.0198,0.41,8.13,7.37
2026-03-02,x_ads,X_002,Website Clicks — Fintech Audience,31721,1049,153.22,45.0,2977.2,0.0331,0.15,4.83,19.43
2026-03-02,x_ads,X_003,Follower Campaign — Brand,16159,506,71.01,18.0,907.02,0.0313,0.14,4.39,12.77
2026-03-03,dv360,DV_IO_001,Programmatic Display — Prospecting,75440,508,693.46,5.8,531.34,0.0067,1.37,9.19,0.77
2026-03-03,dv360,DV_IO_002,YouTube Pre-roll — Brand,189179,1172,350.53,56.0,6390.72,0.0062,0.3,1.85,18.23
2026-03-03,dv360,DV_IO_003,Programmatic Video — Retargeting,192333,856,742.36,35.3,6097.37,0.0045,0.87,3.86,8.21
2026-03-03,google_ads,GADS_001,Search — Brand Keywords,7783,448,307.17,24.1,2293.84,0.0576,0.69,39.47,7.47
2026-03-03,google_ads,GADS_002,Search — Competitor Keywords,23278,378,345.49,17.8,1574.41,0.0162,0.91,14.84,4.56
2026-03-03,google_ads,GADS_003,Performance Max — All Products,40884,1288,508.43,22.2,2826.73,0.0315,0.39,12.44,5.56
2026-03-03,google_ads,GADS_004,Display — Retargeting,5047,255,406.23,9.2,193.84,0.0505,1.59,80.49,0.48
2026-03-03,meta,META_001,Brand Awareness Q1,71960,1711,334.38,27.0,1624.05,0.0238,0.2,4.65,4.86
2026-03-03,meta,META_002,Retargeting — Website Visitors,73668,414,93.86,24.0,1614.96,0.0056,0.23,1.27,17.21
2026-03-03,meta,META_003,Prospecting — Lookalike 1%,55271,1004,84.68,4.0,81.4,0.0182,0.08,1.53,0.96
2026-03-03,meta,META_004,App Install — iOS,5347,187,439.78,17.0,822.46,0.035,2.35,82.25,1.87
2026-03-03,x_ads,X_001,Promoted Tweets — Engagement,18872,752,225.66,20.0,373.2,0.0398,0.3,11.96,1.65
2026-03-03,x_ads,X_002,Website Clicks — Fintech Audience,12802,180,109.43,7.0,480.41,0.0141,0.61,8.55,4.39
2026-03-03,x_ads,X_003,Follower Campaign — Brand,34665,1284,247.38,53.0,1277.3,0.037,0.19,7.14,5.16
2026-03-04,dv360,DV_IO_001,Programmatic Display — Prospecting,105298,2076,757.96,22.3,2960.33,0.0197,0.37,7.2,3.91
2026-03-04,dv360,DV_IO_002,YouTube Pre-roll — Brand,93207,130,610.61,5.3,871.43,0.0014,4.7,6.55,1.43
2026-03-04,dv360,DV_IO_003,Programmatic Video — Retargeting,87472,118,451.68,1.7,195.09,0.0013,3.83,5.16,0.43
